ACCELEROMETER X (m/s²),ACCELEROMETER Y (m/s²),ACCELEROMETER Z (m/s²),LINEAR ACCELERATION X (m/s²),LINEAR ACCELERATION Y (m/s²),LINEAR ACCELERATION Z (m/s²),Time since start in ms ,YYYY-MO-DD HH-MI-SS_SSS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-4.63,-2.406,-3.863,1.229,-4.674,-0.755,8,2017-03-13 23:21:00:723,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,1
2.831,9.055,7.428,10.693,3.449,1.72,507,2017-03-13 23:21:01:222,,,,,,,,,,,,,,,,,,,,,,,,7.02124328,,0,,,0
-9.769,14.873,13.915,-2.224,-10.725,-7.865,1007,2017-03-13 23:21:01:722,,,,,,,,,,,,,,,,,,,,,,,,9.287418879,,1,,,13
2.23,8.4,9.385,1.775,2.611,3.756,1508,2017-03-13 23:21:02:223,,,,,,,,,,,,,,,,,,,,,,,,9.287418879,,0,,,10
1.342,10.113,5.925,-2.748,6.691,5.691,2008,2017-03-13 23:21:02:723,,,,,,,,,,,,,,,,,,,,,,,,9.784824818,,0,,,
-5.96,4.818,-3.662,-2.516,-12.674,-4.004,2507,2017-03-13 23:21:03:222,,,,,,,,,,,11.18527209,9.565287541,7.325592265,,,-0.042203815,-0.007063931,0.26283365,,125.1103117,91.49472575,53.66430204,,,-11.80335,9.79395,1.8494,,
-17.44,14.314,13.284,11.806,0.629,-0.812,3008,2017-03-13 23:21:03:723,,,,,,,,,,,9.784824818,7.46564122,5.523240922,,,-0.424905428,-0.587822086,0.002086746,,95.74279671,55.73579883,30.50619029,,,-4.6197,5.05815,0.02325,,
-2.18,9.185,0.931,-2.244,7.362,13.546,3508,2017-03-13 23:21:04:223,,,,,,,,,,,8.466619071,8.535575203,6.952222826,,,-0.358968983,0.200410566,-0.071730253,,71.68363849,72.85604405,48.33340223,,1.2266,-7.57625,8.41295,2.77265,,
-5.002,0.647,1.851,-2.162,-5.148,-3.466,4008,2017-03-13 23:21:04:723,,,,,,,,,,,8.21650157,7.596890548,5.010045368,,,0.12741376,-0.387995367,-0.674546878,,67.51089805,57.712746,25.10055459,,,-6.1605,8.759,1.6211,,
5.285,8.89,3.416,9.536,-3.445,-3.778,4508,2017-03-13 23:21:05:223,,,,,,,,,,,7.36203968,6.377101858,5.301741604,,,0.438619114,-0.286125592,0.232562211,,54.19962825,40.66742811,28.10846404,,,-4.48145,6.7257,1.7186,,
-10.125,15.689,14.874,-6.787,0.704,2.228,5007,2017-03-13 23:21:05:722,,,,,,,,,,,8.456823103,7.400088168,5.3487725,,,0.162768819,1.022130424,0.305996314,,71.51785699,54.76130489,28.60936726,,,-4.72775,7.9371,1.6298,,
-5.892,-1.557,-2.259,-1.601,-3.601,1.058,5508,2017-03-13 23:21:06:223,,,,,,,,,,,8.184019381,8.422587028,6.240937425,,,0.092584125,-0.179102783,0.108034475,,66.97817323,70.93997225,38.94929995,,,-7.67815,8.21555,2.26555,,
3.617,6.567,1.772,2.788,5.39,-0.104,6008,2017-03-13 23:21:06:723,,,,,,,,,,,9.031611436,9.314091459,4.582476646,,,-0.69854377,-0.066475276,-0.204081161,,81.57000513,86.7522997,20.99909221,,,-6.50335,6.39,0.4343,,
-17.561,12.996,14.206,-1.287,-8.93,-10.776,6508,2017-03-13 23:21:07:223,,,,,,,,,,,9.951132046,9.610171663,6.46548949,,,-0.381657269,0.434150514,-0.145509015,,99.025029,92.3553994,41.80255435,,,-6.796,7.782,2.32295,,
-3.563,0.101,2.42,-8.152,3.489,6.107,7007,2017-03-13 23:21:07:722,,,,,,,,,,,8.845651283,10.25152965,7.039204849,,,-0.153967253,0.116557781,0.571122213,,78.24554663,105.0938601,49.55040491,,,-7.63965,8.72965,1.8397,,
7.316,5.088,5.41,9.962,0.885,-0.547,7508,2017-03-13 23:21:08:223,,,,,,,,,,,7.565593131,7.856690645,6.10964237,,,-0.06670012,-0.29162129,0.43106882,,57.23819943,61.72758789,37.32772989,,,-6.72685,8.33175,2.2039,,
-2.545,-0.347,-4.907,-3.78,-10.205,-3.163,8008,2017-03-13 23:21:08:723,,,,,,,,,,,8.320748725,6.940837651,5.831131455,,,-0.872061772,-0.056528602,0.213594561,,1987205483,2224739473,2523500275,,,-3.58055,6.408,1.5435,,
-9.586,15.831,19.613,8.193,7.901,2.639,8508,2017-03-13 23:21:09:223,,,,,,,,,,,7.125138823,8.028404602,6.263908964,,,0.484769878,0.354769008,0.610999306,,50.76760324,64.45528046,39.23655551,,,-5.2804,7.6138,2.9077,,
7.122,4.468,7.475,0.269,10.946,8.732,9007,2017-03-13 23:21:09:722,,,,,,,,,,,5.959389893,7.319990849,6.426284241,,,-0.115741792,0.257981896,0.392520119,,35.5143279,53.58226603,41.29712914,,,-4.945,6.35865,1.5314,,
-1.968,-2.287,-6.937,1.782,-11.819,-5.653,9508,2017-03-13 23:21:10:223,,,,,,,,,,,7.621147376,6.166775153,4.029852628,,,0.085894231,-0.556250273,0.483797053,,58.08188733,38.02911579,16.2397122,,,-6.51765,8.6249,1.553,,
-23.056,22.417,23.982,14.206,-1.939,1.179,10007,2017-03-13 23:21:10:722,,,,,,,,,,,7.971239309,9.19776011,7.343602864,,,0.059524249,-0.576877301,0.553019847,,63.54065613,84.59879104,53.92850303,,,-5.78315,7.5956,2.31085,,
