ACCELEROMETER X (m/s²),ACCELEROMETER Y (m/s²),ACCELEROMETER Z (m/s²),LINEAR ACCELERATION X (m/s²),LINEAR ACCELERATION Y (m/s²),LINEAR ACCELERATION Z (m/s²),Time since start in ms ,YYYY-MO-DD HH-MI-SS_SSS,,,,,,,,,,,,,,,,,,,,,,,,,,,
-5.524,0.35,8.993,2.129,0.756,3.996,10,2017-03-13 23:32:00:423,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.234,1.326,8.195,-1.939,-3.228,0.234,510,2017-03-13 23:32:00:923,,,,,,,,,,,,,,,,,,,,,,,,,,3.302015768,
6.12,2.436,9.033,-1.485,-0.128,1.56,1010,2017-03-13 23:32:01:423,,,,,,,,,,,,,,,,,,,,,,,,,,1.827806617,
11.029,0.442,0.026,6.591,-2.043,-2.928,1510,2017-03-13 23:32:01:923,,,,,,,,,,,,,,,,,,,,,,,,,,1.827806617,
7.491,5.594,7.806,-1.687,1.163,-1.423,2010,2017-03-13 23:32:02:423,,,,,,,,,,,,,,,,,,,,,,,,,,4.329700046,
2.996,3.64,3.893,0.175,-2.317,-2.025,2510,2017-03-13 23:32:02:923,,,,,,,,,,,2.298039936,1.431633482,3.005239614,,,0.516545492,0.778569895,1.01994912,,5.280987548,2.049574427,9.03146514,,,0.38655,5.72485,6.6114
5.522,6.533,7.687,2.097,2.777,4.575,3010,2017-03-13 23:32:03:423,,,,,,,,,,,4.346680633,2.693104693,2.706104098,,,0.125649539,-0.138150338,0.655650468,,18.89363253,7.25281289,7.32299939,,,4.19035,2.9409,7.0229
3.536,4.652,5.661,-0.993,-0.081,-0.698,3510,2017-03-13 23:32:03:923,,,,,,,,,,,1.574149462,2.502825269,1.933496819,,,-0.054892678,-0.433412995,0.09197274,,2.477946527,6.264134328,3.738409947,,,6.05585,2.03085,5.76045
7.061,7.535,5.214,1.877,1.435,0.09,4010,2017-03-13 23:32:04:423,,,,,,,,,,,2.497809853,1.717255991,5.056755862,,,0.545733816,-0.237083511,1.680756853,,6.23905406,2.94896814,25.57077985,,,3.1628,6.4324,7.37655
2.922,4.119,5.016,-0.124,-0.964,-0.707,4510,2017-03-13 23:32:04:923,,,,,,,,,,,4.069759844,1.948313951,6.122981753,,,0.33894611,0.844260364,1.066008407,,16.56294519,3.79592725,37.49090555,,,2.7161,4.1865,7.92245
2.901,7.849,10.502,-1.006,2.946,2.269,5010,2017-03-13 23:32:05:423,,,,,,,,,,,2.69410095,1.548092416,2.116527611,,,0.074569366,-0.475163728,-0.30227725,,7.258179927,2.396590128,4.479689128,,,6.05185,3.63335,5.75215
4.316,4.099,6.37,-0.183,-0.168,-0.473,5510,2017-03-13 23:32:05:923,,,,,,,,,,,2.18206495,1.75228172,3.421031062,,,0.681517263,0.128488199,0.382856682,,4.761407448,3.070491228,11.70345353,,,4.85505,5.52835,6.08135
8.523,8.537,10.411,-0.53,1.243,0.692,6010,2017-03-13 23:32:06:423,,,,,,,,,,,2.464619167,1.555980214,4.709961198,,,0.054973332,0.237958065,0.899649538,,6.07434764,2.421074428,22.18373449,,,2.6454,7.38665,6.6879
1.52,3.506,3.889,0.191,-1.068,-1.594,6510,2017-03-13 23:32:06:923,,,,,,,,,,,2.655650848,2.280180298,2.919750066,,,-1.076447081,-0.302954033,1.404611481,,7.052481428,5.19922219,8.524940447,,,4.28385,3.8221,6.80555
4.082,7.305,7.506,-1.85,3.103,0.989,7010,2017-03-13 23:32:07:423,,,,,,,,,,,2.813511754,2.036041254,2.699603556,,,2.95635484,0.46428252,0.175707667,,7.91584839,4.14546399,7.28785936,,,6.9211,2.7649,4.7412
3.244,5.18,3.879,-0.92,0.159,-1.708,7510,2017-03-13 23:32:07:923,,,,,,,,,,,2.418958914,1.392274851,4.621477506,,,0.618282265,-0.911712171,2.412930677,,5.851362228,1.93842926,21.35805434,,,5.18335,5.5522,4.8064
4.265,2.727,9.905,3.234,3.362,1.203,8010,2017-03-13 23:32:08:423,,,,,,,,,,,2.919959998,2.10855101,3.380759241,,,-0.372530044,-0.276734463,-0.757118363,,2224816612,2523560579,2907252473,,,2.98275,6.5602,4.29755
3.449,5.149,6.382,-0.768,-0.73,-3.704,8510,2017-03-13 23:32:08:923,,,,,,,,,,,2.059506676,2.266151501,2.390124099,,,0.357496726,0.307914093,1.250283186,,4.241567748,5.135442628,5.71269321,,,3.63145,4.36385,6.4747
4.584,1.374,9.79,3.213,0.599,4.556,9010,2017-03-13 23:32:09:423,,,,,,,,,,,1.732110628,1.331058146,2.015692918,,,0.694248614,-0.340880918,-0.577726333,,3.000207228,1.771715788,4.06301794,,,4.03085,4.34375,6.1984
2.644,5.18,6.029,-1.086,0.405,-0.973,9510,2017-03-13 23:32:09:923,,,,,,,,,,,3.849574302,2.040120889,3.325670727,,,-0.911042218,0.234764855,0.873301571,,14.81922231,4.16209324,11.06008579,,,2.7443,6.8854,6.49725
2.65,2.787,8.956,1.656,0.952,2.988,10010,2017-03-13 23:32:10:423,,,,,,,,,,,3.672913066,3.659655911,5.517137849,,,-0.954725503,0.228601139,0.680052932,,13.49029039,13.39308139,30.43881005,,,2.43075,5.98875,5.94255
2.003,6.317,6.311,-0.876,0.112,-2.29,10510,2017-03-13 23:32:10:923,,,,,,,,,,,3.344461928,2.002343139,2.797837974,,,-0.786903778,0.212365497,0.648441237,,11.18542559,4.009378047,7.827897327,,,6.0189,4.76195,6.33835
7.096,1.852,4.922,2.514,-3.12,2.223,11010,2017-03-13 23:32:11:423,,,,,,,,,,,2.169392285,2.184609811,1.407136809,,,-0.794886913,0.149610918,0.690062421,,4.706262888,4.772520028,1.980034,,,3.85225,4.85635,5.325
2.095,6.246,6.017,-1.016,0.908,-0.99,11510,2017-03-13 23:32:11:923,,,,,,,,,,,1.594353326,2.180795843,3.20672244,,,-0.661771337,0.127791798,0.532966427,,2.541962528,4.75587051,10.28306881,,,1.83335,6.0473,4.6187
4.099,1.664,8.711,2,2.128,5.111,12010,2017-03-13 23:32:12:423,,,,,,,,,,,2.555053935,1.774777802,3.055541914,,,-0.677564527,0.299636061,0.605760357,,6.52830061,3.149836247,9.33633639,,,2.4043,5.31645,5.0539
