1.006223231,0.798624723,2.101948655,-3.3569,-0.64595,7.90095,car,0
0.989836819,0.38394537,1.78425921,-2.80835,-0.77995,8.39565,car,0
1.780230171,1.293441046,1.44531042,-1.3902,-0.1134,9.2483,car,0
2.0571707,3.332182267,2.166045847,-0.51975,3.7432,6.6493,car,0
1.628010716,2.329471322,2.576780923,0.5061,2.8476,7.43515,car,0
0.627738449,0.493672814,0.89920273,-0.5582,2.08355,8.3305,car,0
0.525328419,0.775057056,1.65843342,-0.50605,2.3304,8.6013,car,0
0.872437929,0.675123663,1.594679181,-0.4994,2.3618,8.2771,car,0
1.694561578,1.41989737,2.141953442,-0.4344,0.9396,8.64305,car,0
0.789682992,1.136192434,0.482965361,-5.56765,0.09995,6.7206,car,0
1.362546113,0.915685563,0.999468404,-3.8873,-0.0795,7.6401,car,0
0.905075433,1.276543163,1.199978058,-5.0734,0.15445,7.0544,car,0
0.564984256,0.429337164,0.718662675,-4.5977,-0.375,7.3016,car,0
0.360112566,0.330655954,0.550795087,-4.1432,-0.4482,7.71565,car,0
0.42335747,0.302345316,0.774957167,-4.29905,-0.3791,7.7383,car,0
0.933216288,0.487397425,1.100411905,-4.3166,-0.8705,8.1018,car,0
0.840144302,0.574191301,1.19462155,-4.15505,-0.7195,8.09545,car,0
0.576212068,0.667749878,0.773769404,-4.09045,-0.134,7.7071,car,0
0.512330682,0.52617327,1.602123354,-3.92685,-0.0913,7.9116,car,0
1.196151825,0.724390716,1.776078052,-4.20875,-0.8463,7.38955,car,0
0.402045678,0.447338194,0.663840981,-4.42935,-0.2448,7.27445,car,0
0.984466275,0.446487357,1.020491573,-4.23905,-0.3642,7.2995,car,0
0.680540917,0.382212258,0.811309737,-4.5564,-0.4287,7.5589,car,0
0.518691826,0.50001779,1.009805886,-4.1937,-0.3319,7.50835,car,0
0.013112113,0.012571694,0.015638015,2.18115,-0.23255,8.57905,internet,1
0.014548539,0.013966388,0.024167954,2.1618,-0.2362,8.5819,internet,1
0.03166386,0.024708096,0.032153499,2.164,-0.2249,8.56595,internet,1
0.008879611,0.017642208,0.027165189,2.15455,-0.23005,8.57605,internet,1
0.031355183,0.019056495,0.030922282,2.14845,-0.2195,8.57575,internet,1
0.008722958,0.015786387,0.018443088,2.1319,-0.2207,8.57945,internet,1
0.013718236,0.011127781,0.01562202,2.1269,-0.22135,8.57155,internet,1
0.011995312,0.010501786,0.01942035,2.12675,-0.22475,8.5735,internet,1
0.010110762,0.011727212,0.016782357,2.11515,-0.22535,8.56695,internet,1
0.009293008,0.010949315,0.019297668,2.1212,-0.22325,8.569,internet,1
0.010144457,0.009598307,0.012387393,2.1117,-0.21985,8.56705,internet,1
0.011629596,0.01203443,0.011416107,2.12245,-0.22085,8.56985,internet,1
0.013343444,0.009156828,0.014582181,2.12155,-0.22345,8.5754,internet,1
0.009154234,0.012399194,0.015030885,2.126,-0.2224,8.57635,internet,1
0.01042533,0.010327633,0.014405207,2.12525,-0.2282,8.5703,internet,1
0.020738611,0.021450874,0.023414686,2.1199,-0.1994,8.57005,internet,1
0.013899191,0.018103246,0.014674042,2.11725,-0.19165,8.57585,internet,1
0.008513959,0.010969959,0.012240915,2.10875,-0.1896,8.5666,internet,1
0.013828503,0.012643081,0.016577922,2.10415,-0.19445,8.57285,internet,1
0.012256733,0.019554731,0.051522301,2.10415,-0.19475,8.57255,internet,1
0.011872131,0.011633894,0.017502214,2.11145,-0.20545,8.56735,internet,1
0.034338899,0.041642857,0.024829972,2.1182,-0.19385,8.58435,internet,1
